Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10,Subect or unit objective 1,Subect or unit objective 2,Subect or unit objective 3,Subect or unit objective 4,Subect or unit objective 5,Subect or unit objective 6,Subect or unit objective 7,Subect or unit objective 8,Subect or unit objective 9,Subect or unit objective 10
,TAFE SA,,Recording and Producing your Vocals in a Professional Studio,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T560669886.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III Program in Electronic Music Production (includes Certificate III in Music Industry) (CUA30915),,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T796073293.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Adelaide College of the Arts,Certificate IV in Dance,Arts and Design,"$10,094",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00674.aspx?S=AWD&Y=2021,English,A,Take your dancing skills to the next level with this 6 month program that will assist you in working towards your career in dance.,This qualification reflects the role of individuals working in a wide variety of dance performance contexts.,Australia,Yes,Yes,,Yes,Yes,Satisfactory performance in an audition,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIP,TAFE SA,Adelaide College of the Arts,Advanced Diploma of Performing Arts (Acting),Arts and Design,"$49,480",,AUD,Year,30,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_AC00098.aspx?S=AWD&Y=2021,English,A,"This course is a response to the pressures and realities of the age, and the difficulties people experience training in the intense way that acting demands. The course begins as a three-day a week commitment for first year students, then gradually increases in intensity.  This means a lesser financial burden, more time to earn money, more time for family and friends, and more time to breathe and reflect on the work of the course.",Actor,Australia,Yes,Yes,,Yes,Yes,Satisfactory performance in an audition,Normal,No,Analyse and use effective screen acting techniques,Apply advanced principles of physical performance,Apply the fundamentals of physical performance,Create a character and devise a monologue for performance,Create a physical and vocal performance,Create and explore a character/commedia mask for an acting performance,Create and explore a personal/inner mask for an acting performance,Develop an understanding of screen acting techniques,Develop and apply the fundamentals of acting technique for performance,Develop detailed acting in rehearsals and performance,,,,,,,,,,,,,,,,,,,,
BA,TAFE SA,Adelaide College of the Arts,Bachelor of Creative Arts (Dance) - Flinders University,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_UNIFL0001.aspx?S=HIGHED&Y=2021,English,A,"If performance is your passion, take it to the world stage with Flinders University's Bachelor of Creative Arts (Dance). Delivered in partnership with TAFE SA and Flinders University, the rigorous program of study explores both practical and theoretical elements of dance. Classes cover classical and contemporary dance, together with acting, anatomy and kinesiology, history, music, composition and production, with intensive training held in state-of-the-art rehearsal and performance spaces. The course is industry focused, giving you rare and exclusive access to professional dance artists, companies and their networks.","Graduates of the Dance stream will have the necessary technique and skills to establish careers as performers, choreographers, artistic directors of dance companies, collaborators, community dance project directors, curators, producers, teachers, dance researchers and artistic leaders in a wide range of contexts locally, nationally and internationally.",Australia,Yes,Yes,,Yes,Yes,Satisfactory performance in an audition,Normal,No,"

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Discover Acting,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T853422340.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Adelaide College of the Arts,Certificate IV in Photography and Photo Imaging,Arts and Design,"$10,266",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01003.aspx?S=AWD&Y=2021,English,A,This course is for you if you are passionate about photography and want to learn more. This course covers: How to manually control your camera and exposure; How to understand creative camera techniques; Working to a client brief; An introduction to post production including Adobe Lightroom and Adobe photoshop; An introduction to flash photography and studio lighting; An introduction to photography business practices; and The history of photography. It is expected you will either already own or be willing to purchase a camera with manual controls for this course and purchase a minimum 500gb external hard drive. Please speak to your lecturer if you are unsure what to purchase.,"Practitioners may work in a range of industry contexts, including retail, commercial, domestic portrait, media, wedding, illustrative, institutional and art photography.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Apply photo imaging lighting techniques,Capture images in response to a brief,Contribute to health and safety of self and others,Develop and apply photo imaging industry knowledge,"Enhance, manipulate and output photo images",Integrate colour theory and design processes,Interpret and respond to a design brief,Process photo images to work-print and file stage,Research history and theory to inform own arts practice,Store and maintain finished creative work,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Adelaide College of the Arts,Diploma of Photography and Photo Imaging,Arts and Design,"$10,631 -
                          $12,600",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01004.aspx?S=AWD&Y=2021,English,A,"This course is for you if: You are passionate about photography and wish to pursue it as a career;  You are confident using manual camera settings; You may already use post production such as Adobe Lightroom and Adobe Photoshop.
The course covers: Photographic genres including: commercial and domestic photography, product, portraiture, food and advertising; Studio and location lighting; Design and composition; Creative thinking and problem solving; How to set up your photography business; How to charge clients; Photographic trends and developing your style; Videography and video editing; Colour management workflow; Compositing and post production techniques; Advanced Adobe Lightroom and Adobe Photoshop; Contacting a mentor in the industry; A folio production specialising in your chosen genre. It is expected students will already own their own camera.
All students will be required to purchase a minimum 500gb external hard drive.","Practitioners may work in a range of industry contexts, including commercial, domestic portrait, media, wedding, illustrative, institutional and art photography.",Australia,Yes,Yes,,Yes,Yes,Certificate IV in Photography or,Normal,No,Apply visual communication theory to photo imaging practice,Employ colour management in a digital imaging workplace,Research and apply photo imaging trends,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Basic Photography and Editing,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T456390786.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Introduction to Flash Photography,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T819801997.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Take your DSLR Camera off Auto,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T663421040.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Online,Certificate III in Screen and Media,Arts and Design,"$7,277",,AUD,Year,9,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00930.aspx?S=AWD&Y=2021,English,A,"Learn a range of skills and knowledge across design, 3D modelling, animation, video and digital imaging. Study online by video conference 1 day per week with the convenience of having a lecturer at hand to guide you through a range of experiences in this exciting field. Use this course to explore your media specialisation for further study.",Graduates may find employment in an assisting role in a variety of creative industries.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Contribute to health and safety of self and others,Develop and extend critical and creative thinking skills,Work effectively in the creative arts industry,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Adelaide College of the Arts,Diploma Program in Film and Television Production,Arts and Design,"$9,293 -
                          $11,891",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_CP00236.aspx?S=AWD&Y=2021,English,A,Ready for an exciting career in Film and Television?  This course is nationally-recognised and offers a range of specialty units that can help you become skilled in video and film production.,"Outcomes cater for employment in Television production, video production, corporate communications, and independent production or further study in film or broadcast media and related disciplines. Possible job roles include Scriptwriter, producer, director, productions manager, film editor.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Establish and maintain safe creative practice,Maintain and apply creative arts industry knowledge,Originate and develop concepts,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Adelaide College of the Arts,Diploma Program in Game and VFX,Arts and Design,"$9,293 -
                          $11,891",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_CP00234.aspx?S=AWD&Y=2021,English,A,Ready for an exciting career in the Game or VFX industries? After consulting VFX and game development employers Diplomas Game art and CGI/VFX have been combined. This course is nationally-recognised and offers a range of specialty units that help you work towards becoming a digital artist in either of these rapidly converging industries.,"Outcomes cater for employment in the computer game or film/TV visual effects industries or further study in specialised skills for either industry. Possible job roles include animator, modeler, texture artist, lighter, roto artist, tracking, real time environment design, 3D environment artist, motion graphics, dynamic/simulation effects, compositor and many more including emerging roles in areas such as VR.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Establish and maintain safe creative practice,Maintain and apply creative arts industry knowledge,Originate and develop concepts,,,,,,,,,,,,,,,,,,,,,,,,,,,
